month,horizon,cost_ratio,policy,n,events,tp,fp,fn,tn,recall,precision,false_alarm_rate,alarm_share,total_cost,cost_per_100
2026-04,120,10,logistic_empirical,24,3,1,5,2,16,0.3333333333333333,0.16666666666666666,0.23809523809523808,0.25,25.0,104.16666666666667
2026-05,120,10,logistic_empirical,43,10,5,7,5,26,0.5,0.4166666666666667,0.21212121212121213,0.27906976744186046,57.0,132.5581395348837
2026-06,120,10,logistic_empirical,25,3,0,5,3,17,0.0,0.0,0.22727272727272727,0.2,35.0,140.0
2026-07,120,10,logistic_empirical,33,9,2,2,7,22,0.2222222222222222,0.5,0.08333333333333333,0.12121212121212122,72.0,218.18181818181816
2026-08,120,10,logistic_empirical,6,1,0,0,1,5,0.0,,0.0,0.0,10.0,166.66666666666669
2026-01,120,10,logistic_bayes,42,4,4,36,0,2,1.0,0.1,0.9473684210526315,0.9523809523809523,36.0,85.71428571428571
2026-02,120,10,logistic_bayes,28,2,2,25,0,1,1.0,0.07407407407407407,0.9615384615384616,0.9642857142857143,25.0,89.28571428571429
2026-03,120,10,logistic_bayes,35,2,2,32,0,1,1.0,0.058823529411764705,0.9696969696969697,0.9714285714285714,32.0,91.42857142857143
2026-04,120,10,logistic_bayes,24,3,3,19,0,2,1.0,0.13636363636363635,0.9047619047619048,0.9166666666666666,19.0,79.16666666666666
2026-05,120,10,logistic_bayes,43,10,9,22,1,11,0.9,0.2903225806451613,0.6666666666666666,0.7209302325581395,32.0,74.4186046511628
2026-06,120,10,logistic_bayes,25,3,3,19,0,3,1.0,0.13636363636363635,0.8636363636363636,0.88,19.0,76.0
2026-07,120,10,logistic_bayes,33,9,7,19,2,5,0.7777777777777778,0.2692307692307692,0.7916666666666666,0.7878787878787878,39.0,118.18181818181819
2026-08,120,10,logistic_bayes,6,1,1,5,0,0,1.0,0.16666666666666666,1.0,1.0,5.0,83.33333333333334
2026-01,120,10,logistic_fixed_030,42,4,0,0,4,38,0.0,,0.0,0.0,40.0,95.23809523809523
2026-02,120,10,logistic_fixed_030,28,2,0,0,2,26,0.0,,0.0,0.0,20.0,71.42857142857143
2026-03,120,10,logistic_fixed_030,35,2,0,2,2,31,0.0,0.0,0.06060606060606061,0.05714285714285714,22.0,62.857142857142854
2026-04,120,10,logistic_fixed_030,24,3,0,1,3,20,0.0,0.0,0.047619047619047616,0.041666666666666664,31.0,129.16666666666669
2026-05,120,10,logistic_fixed_030,43,10,2,2,8,31,0.2,0.5,0.06060606060606061,0.09302325581395349,82.0,190.69767441860466
2026-06,120,10,logistic_fixed_030,25,3,0,1,3,21,0.0,0.0,0.045454545454545456,0.04,31.0,124.0
2026-07,120,10,logistic_fixed_030,33,9,0,0,9,24,0.0,,0.0,0.0,90.0,272.7272727272727
2026-08,120,10,logistic_fixed_030,6,1,0,0,1,5,0.0,,0.0,0.0,10.0,166.66666666666669
2026-01,120,10,residual_bayes,42,4,4,36,0,2,1.0,0.1,0.9473684210526315,0.9523809523809523,36.0,85.71428571428571
2026-02,120,10,residual_bayes,28,2,2,24,0,2,1.0,0.07692307692307693,0.9230769230769231,0.9285714285714286,24.0,85.71428571428571
2026-03,120,10,residual_bayes,35,2,2,29,0,4,1.0,0.06451612903225806,0.8787878787878788,0.8857142857142857,29.0,82.85714285714286
2026-04,120,10,residual_bayes,24,3,3,15,0,6,1.0,0.16666666666666666,0.7142857142857143,0.75,15.0,62.5
2026-05,120,10,residual_bayes,43,10,9,22,1,11,0.9,0.2903225806451613,0.6666666666666666,0.7209302325581395,32.0,74.4186046511628
2026-06,120,10,residual_bayes,25,3,3,18,0,4,1.0,0.14285714285714285,0.8181818181818182,0.84,18.0,72.0
2026-07,120,10,residual_bayes,33,9,7,12,2,12,0.7777777777777778,0.3684210526315789,0.5,0.5757575757575758,32.0,96.96969696969697
2026-08,120,10,residual_bayes,6,1,1,5,0,0,1.0,0.16666666666666666,1.0,1.0,5.0,83.33333333333334
2026-01,120,10,always_alarm,42,4,4,38,0,0,1.0,0.09523809523809523,1.0,1.0,38.0,90.47619047619048
2026-02,120,10,always_alarm,28,2,2,26,0,0,1.0,0.07142857142857142,1.0,1.0,26.0,92.85714285714286
2026-03,120,10,always_alarm,35,2,2,33,0,0,1.0,0.05714285714285714,1.0,1.0,33.0,94.28571428571428
2026-04,120,10,always_alarm,24,3,3,21,0,0,1.0,0.125,1.0,1.0,21.0,87.5
2026-05,120,10,always_alarm,43,10,10,33,0,0,1.0,0.23255813953488372,1.0,1.0,33.0,76.74418604651163
2026-06,120,10,always_alarm,25,3,3,22,0,0,1.0,0.12,1.0,1.0,22.0,88.0
2026-07,120,10,always_alarm,33,9,9,24,0,0,1.0,0.2727272727272727,1.0,1.0,24.0,72.72727272727273
2026-08,120,10,always_alarm,6,1,1,5,0,0,1.0,0.16666666666666666,1.0,1.0,5.0,83.33333333333334
2026-01,120,10,never_alarm,42,4,0,0,4,38,0.0,,0.0,0.0,40.0,95.23809523809523
2026-02,120,10,never_alarm,28,2,0,0,2,26,0.0,,0.0,0.0,20.0,71.42857142857143
2026-03,120,10,never_alarm,35,2,0,0,2,33,0.0,,0.0,0.0,20.0,57.14285714285714
2026-04,120,10,never_alarm,24,3,0,0,3,21,0.0,,0.0,0.0,30.0,125.0
2026-05,120,10,never_alarm,43,10,0,0,10,33,0.0,,0.0,0.0,100.0,232.55813953488374
2026-06,120,10,never_alarm,25,3,0,0,3,22,0.0,,0.0,0.0,30.0,120.0
2026-07,120,10,never_alarm,33,9,0,0,9,24,0.0,,0.0,0.0,90.0,272.7272727272727
2026-08,120,10,never_alarm,6,1,0,0,1,5,0.0,,0.0,0.0,10.0,166.66666666666669
2026-01,120,10,active_runtime,42,4,2,7,2,31,0.5,0.2222222222222222,0.18421052631578946,0.21428571428571427,27.0,64.28571428571429
2026-02,120,10,active_runtime,28,2,1,2,1,24,0.5,0.3333333333333333,0.07692307692307693,0.10714285714285714,12.0,42.857142857142854
2026-03,120,10,active_runtime,35,2,0,4,2,29,0.0,0.0,0.12121212121212122,0.11428571428571428,24.0,68.57142857142857
2026-04,120,10,active_runtime,24,3,0,4,3,17,0.0,0.0,0.19047619047619047,0.16666666666666666,34.0,141.66666666666669
2026-05,120,10,active_runtime,43,10,6,4,4,29,0.6,0.6,0.12121212121212122,0.23255813953488372,44.0,102.32558139534885
2026-06,120,10,active_runtime,25,3,0,5,3,17,0.0,0.0,0.22727272727272727,0.2,35.0,140.0
2026-07,120,10,active_runtime,33,9,2,6,7,18,0.2222222222222222,0.25,0.25,0.24242424242424243,76.0,230.3030303030303
2026-08,120,10,active_runtime,6,1,0,1,1,4,0.0,0.0,0.2,0.16666666666666666,11.0,183.33333333333331
2026-01,120,10,active_bayes,42,4,4,30,0,8,1.0,0.11764705882352941,0.7894736842105263,0.8095238095238095,30.0,71.42857142857143
2026-02,120,10,active_bayes,28,2,1,19,1,7,0.5,0.05,0.7307692307692307,0.7142857142857143,29.0,103.57142857142858
2026-03,120,10,active_bayes,35,2,2,25,0,8,1.0,0.07407407407407407,0.7575757575757576,0.7714285714285715,25.0,71.42857142857143
2026-04,120,10,active_bayes,24,3,3,13,0,8,1.0,0.1875,0.6190476190476191,0.6666666666666666,13.0,54.166666666666664
2026-05,120,10,active_bayes,43,10,8,20,2,13,0.8,0.2857142857142857,0.6060606060606061,0.6511627906976745,40.0,93.02325581395348
2026-06,120,10,active_bayes,25,3,3,18,0,4,1.0,0.14285714285714285,0.8181818181818182,0.84,18.0,72.0
2026-07,120,10,active_bayes,33,9,6,11,3,13,0.6666666666666666,0.35294117647058826,0.4583333333333333,0.5151515151515151,41.0,124.24242424242425
2026-08,120,10,active_bayes,6,1,1,4,0,1,1.0,0.2,0.8,0.8333333333333334,4.0,66.66666666666666
2026-01,120,20,logistic_empirical,42,4,4,35,0,3,1.0,0.10256410256410256,0.9210526315789473,0.9285714285714286,35.0,83.33333333333334
2026-02,120,20,logistic_empirical,28,2,2,25,0,1,1.0,0.07407407407407407,0.9615384615384616,0.9642857142857143,25.0,89.28571428571429
2026-03,120,20,logistic_empirical,35,2,2,28,0,5,1.0,0.06666666666666667,0.8484848484848485,0.8571428571428571,28.0,80.0
2026-04,120,20,logistic_empirical,24,3,3,15,0,6,1.0,0.16666666666666666,0.7142857142857143,0.75,15.0,62.5
2026-05,120,20,logistic_empirical,43,10,9,20,1,13,0.9,0.3103448275862069,0.6060606060606061,0.6744186046511628,40.0,93.02325581395348
2026-06,120,20,logistic_empirical,25,3,3,19,0,3,1.0,0.13636363636363635,0.8636363636363636,0.88,19.0,76.0
2026-07,120,20,logistic_empirical,33,9,7,15,2,9,0.7777777777777778,0.3181818181818182,0.625,0.6666666666666666,55.0,166.66666666666669
2026-08,120,20,logistic_empirical,6,1,1,5,0,0,1.0,0.16666666666666666,1.0,1.0,5.0,83.33333333333334
2026-01,120,20,logistic_bayes,42,4,4,38,0,0,1.0,0.09523809523809523,1.0,1.0,38.0,90.47619047619048
2026-02,120,20,logistic_bayes,28,2,2,26,0,0,1.0,0.07142857142857142,1.0,1.0,26.0,92.85714285714286
2026-03,120,20,logistic_bayes,35,2,2,33,0,0,1.0,0.05714285714285714,1.0,1.0,33.0,94.28571428571428
2026-04,120,20,logistic_bayes,24,3,3,21,0,0,1.0,0.125,1.0,1.0,21.0,87.5
2026-05,120,20,logistic_bayes,43,10,9,29,1,4,0.9,0.23684210526315788,0.8787878787878788,0.8837209302325582,49.0,113.95348837209302
2026-06,120,20,logistic_bayes,25,3,3,21,0,1,1.0,0.125,0.9545454545454546,0.96,21.0,84.0
2026-07,120,20,logistic_bayes,33,9,9,23,0,1,1.0,0.28125,0.9583333333333334,0.9696969696969697,23.0,69.6969696969697
2026-08,120,20,logistic_bayes,6,1,1,5,0,0,1.0,0.16666666666666666,1.0,1.0,5.0,83.33333333333334
2026-01,120,20,logistic_fixed_030,42,4,0,0,4,38,0.0,,0.0,0.0,80.0,190.47619047619045
2026-02,120,20,logistic_fixed_030,28,2,0,0,2,26,0.0,,0.0,0.0,40.0,142.85714285714286
2026-03,120,20,logistic_fixed_030,35,2,0,2,2,31,0.0,0.0,0.06060606060606061,0.05714285714285714,42.0,120.0
2026-04,120,20,logistic_fixed_030,24,3,0,1,3,20,0.0,0.0,0.047619047619047616,0.041666666666666664,61.0,254.16666666666666
2026-05,120,20,logistic_fixed_030,43,10,2,2,8,31,0.2,0.5,0.06060606060606061,0.09302325581395349,162.0,376.74418604651163
2026-06,120,20,logistic_fixed_030,25,3,0,1,3,21,0.0,0.0,0.045454545454545456,0.04,61.0,244.0
2026-07,120,20,logistic_fixed_030,33,9,0,0,9,24,0.0,,0.0,0.0,180.0,545.4545454545454
2026-08,120,20,logistic_fixed_030,6,1,0,0,1,5,0.0,,0.0,0.0,20.0,333.33333333333337
2026-01,120,20,residual_bayes,42,4,4,37,0,1,1.0,0.0975609756097561,0.9736842105263158,0.9761904761904762,37.0,88.09523809523809
2026-02,120,20,residual_bayes,28,2,2,26,0,0,1.0,0.07142857142857142,1.0,1.0,26.0,92.85714285714286
2026-03,120,20,residual_bayes,35,2,2,32,0,1,1.0,0.058823529411764705,0.9696969696969697,0.9714285714285714,32.0,91.42857142857143
2026-04,120,20,residual_bayes,24,3,3,21,0,0,1.0,0.125,1.0,1.0,21.0,87.5
2026-05,120,20,residual_bayes,43,10,9,26,1,7,0.9,0.2571428571428571,0.7878787878787878,0.813953488372093,46.0,106.9767441860465
2026-06,120,20,residual_bayes,25,3,3,20,0,2,1.0,0.13043478260869565,0.9090909090909091,0.92,20.0,80.0
2026-07,120,20,residual_bayes,33,9,8,18,1,6,0.8888888888888888,0.3076923076923077,0.75,0.7878787878787878,38.0,115.15151515151516
2026-08,120,20,residual_bayes,6,1,1,5,0,0,1.0,0.16666666666666666,1.0,1.0,5.0,83.33333333333334
2026-01,120,20,always_alarm,42,4,4,38,0,0,1.0,0.09523809523809523,1.0,1.0,38.0,90.47619047619048
2026-02,120,20,always_alarm,28,2,2,26,0,0,1.0,0.07142857142857142,1.0,1.0,26.0,92.85714285714286
2026-03,120,20,always_alarm,35,2,2,33,0,0,1.0,0.05714285714285714,1.0,1.0,33.0,94.28571428571428
2026-04,120,20,always_alarm,24,3,3,21,0,0,1.0,0.125,1.0,1.0,21.0,87.5
2026-05,120,20,always_alarm,43,10,10,33,0,0,1.0,0.23255813953488372,1.0,1.0,33.0,76.74418604651163
2026-06,120,20,always_alarm,25,3,3,22,0,0,1.0,0.12,1.0,1.0,22.0,88.0
2026-07,120,20,always_alarm,33,9,9,24,0,0,1.0,0.2727272727272727,1.0,1.0,24.0,72.72727272727273
2026-08,120,20,always_alarm,6,1,1,5,0,0,1.0,0.16666666666666666,1.0,1.0,5.0,83.33333333333334
2026-01,120,20,never_alarm,42,4,0,0,4,38,0.0,,0.0,0.0,80.0,190.47619047619045
2026-02,120,20,never_alarm,28,2,0,0,2,26,0.0,,0.0,0.0,40.0,142.85714285714286
2026-03,120,20,never_alarm,35,2,0,0,2,33,0.0,,0.0,0.0,40.0,114.28571428571428
2026-04,120,20,never_alarm,24,3,0,0,3,21,0.0,,0.0,0.0,60.0,250.0
2026-05,120,20,never_alarm,43,10,0,0,10,33,0.0,,0.0,0.0,200.0,465.1162790697675
2026-06,120,20,never_alarm,25,3,0,0,3,22,0.0,,0.0,0.0,60.0,240.0
2026-07,120,20,never_alarm,33,9,0,0,9,24,0.0,,0.0,0.0,180.0,545.4545454545454
2026-08,120,20,never_alarm,6,1,0,0,1,5,0.0,,0.0,0.0,20.0,333.33333333333337
2026-01,120,20,active_runtime,42,4,2,7,2,31,0.5,0.2222222222222222,0.18421052631578946,0.21428571428571427,47.0,111.90476190476191
2026-02,120,20,active_runtime,28,2,1,2,1,24,0.5,0.3333333333333333,0.07692307692307693,0.10714285714285714,22.0,78.57142857142857
2026-03,120,20,active_runtime,35,2,0,4,2,29,0.0,0.0,0.12121212121212122,0.11428571428571428,44.0,125.71428571428571
2026-04,120,20,active_runtime,24,3,0,4,3,17,0.0,0.0,0.19047619047619047,0.16666666666666666,64.0,266.66666666666663
2026-05,120,20,active_runtime,43,10,6,4,4,29,0.6,0.6,0.12121212121212122,0.23255813953488372,84.0,195.3488372093023
2026-06,120,20,active_runtime,25,3,0,5,3,17,0.0,0.0,0.22727272727272727,0.2,65.0,260.0
2026-07,120,20,active_runtime,33,9,2,6,7,18,0.2222222222222222,0.25,0.25,0.24242424242424243,146.0,442.4242424242424
2026-08,120,20,active_runtime,6,1,0,1,1,4,0.0,0.0,0.2,0.16666666666666666,21.0,350.0
2026-01,120,20,active_bayes,42,4,4,37,0,1,1.0,0.0975609756097561,0.9736842105263158,0.9761904761904762,37.0,88.09523809523809
2026-02,120,20,active_bayes,28,2,2,25,0,1,1.0,0.07407407407407407,0.9615384615384616,0.9642857142857143,25.0,89.28571428571429
2026-03,120,20,active_bayes,35,2,2,32,0,1,1.0,0.058823529411764705,0.9696969696969697,0.9714285714285714,32.0,91.42857142857143
2026-04,120,20,active_bayes,24,3,3,19,0,2,1.0,0.13636363636363635,0.9047619047619048,0.9166666666666666,19.0,79.16666666666666
2026-05,120,20,active_bayes,43,10,9,23,1,10,0.9,0.28125,0.696969696969697,0.7441860465116279,43.0,100.0
2026-06,120,20,active_bayes,25,3,3,20,0,2,1.0,0.13043478260869565,0.9090909090909091,0.92,20.0,80.0
2026-07,120,20,active_bayes,33,9,7,16,2,8,0.7777777777777778,0.30434782608695654,0.6666666666666666,0.696969696969697,56.0,169.6969696969697
2026-08,120,20,active_bayes,6,1,1,5,0,0,1.0,0.16666666666666666,1.0,1.0,5.0,83.33333333333334
2026-01,120,50,logistic_empirical,42,4,4,38,0,0,1.0,0.09523809523809523,1.0,1.0,38.0,90.47619047619048
2026-02,120,50,logistic_empirical,28,2,2,26,0,0,1.0,0.07142857142857142,1.0,1.0,26.0,92.85714285714286
2026-03,120,50,logistic_empirical,35,2,2,33,0,0,1.0,0.05714285714285714,1.0,1.0,33.0,94.28571428571428
2026-04,120,50,logistic_empirical,24,3,3,21,0,0,1.0,0.125,1.0,1.0,21.0,87.5
2026-05,120,50,logistic_empirical,43,10,10,33,0,0,1.0,0.23255813953488372,1.0,1.0,33.0,76.74418604651163
2026-06,120,50,logistic_empirical,25,3,3,21,0,1,1.0,0.125,0.9545454545454546,0.96,21.0,84.0
2026-07,120,50,logistic_empirical,33,9,9,24,0,0,1.0,0.2727272727272727,1.0,1.0,24.0,72.72727272727273
2026-08,120,50,logistic_empirical,6,1,1,5,0,0,1.0,0.16666666666666666,1.0,1.0,5.0,83.33333333333334
2026-01,120,50,logistic_bayes,42,4,4,38,0,0,1.0,0.09523809523809523,1.0,1.0,38.0,90.47619047619048
2026-02,120,50,logistic_bayes,28,2,2,26,0,0,1.0,0.07142857142857142,1.0,1.0,26.0,92.85714285714286
2026-03,120,50,logistic_bayes,35,2,2,33,0,0,1.0,0.05714285714285714,1.0,1.0,33.0,94.28571428571428
2026-04,120,50,logistic_bayes,24,3,3,21,0,0,1.0,0.125,1.0,1.0,21.0,87.5
2026-05,120,50,logistic_bayes,43,10,10,32,0,1,1.0,0.23809523809523808,0.9696969696969697,0.9767441860465116,32.0,74.4186046511628
2026-06,120,50,logistic_bayes,25,3,3,21,0,1,1.0,0.125,0.9545454545454546,0.96,21.0,84.0
2026-07,120,50,logistic_bayes,33,9,9,24,0,0,1.0,0.2727272727272727,1.0,1.0,24.0,72.72727272727273
2026-08,120,50,logistic_bayes,6,1,1,5,0,0,1.0,0.16666666666666666,1.0,1.0,5.0,83.33333333333334
2026-01,120,50,logistic_fixed_030,42,4,0,0,4,38,0.0,,0.0,0.0,200.0,476.1904761904762
2026-02,120,50,logistic_fixed_030,28,2,0,0,2,26,0.0,,0.0,0.0,100.0,357.14285714285717
2026-03,120,50,logistic_fixed_030,35,2,0,2,2,31,0.0,0.0,0.06060606060606061,0.05714285714285714,102.0,291.4285714285714
2026-04,120,50,logistic_fixed_030,24,3,0,1,3,20,0.0,0.0,0.047619047619047616,0.041666666666666664,151.0,629.1666666666667
2026-05,120,50,logistic_fixed_030,43,10,2,2,8,31,0.2,0.5,0.06060606060606061,0.09302325581395349,402.0,934.8837209302326
2026-06,120,50,logistic_fixed_030,25,3,0,1,3,21,0.0,0.0,0.045454545454545456,0.04,151.0,604.0
2026-07,120,50,logistic_fixed_030,33,9,0,0,9,24,0.0,,0.0,0.0,450.0,1363.6363636363637
2026-08,120,50,logistic_fixed_030,6,1,0,0,1,5,0.0,,0.0,0.0,50.0,833.3333333333334
2026-01,120,50,residual_bayes,42,4,4,37,0,1,1.0,0.0975609756097561,0.9736842105263158,0.9761904761904762,37.0,88.09523809523809
2026-02,120,50,residual_bayes,28,2,2,26,0,0,1.0,0.07142857142857142,1.0,1.0,26.0,92.85714285714286
2026-03,120,50,residual_bayes,35,2,2,33,0,0,1.0,0.05714285714285714,1.0,1.0,33.0,94.28571428571428
2026-04,120,50,residual_bayes,24,3,3,21,0,0,1.0,0.125,1.0,1.0,21.0,87.5
2026-05,120,50,residual_bayes,43,10,10,29,0,4,1.0,0.2564102564102564,0.8787878787878788,0.9069767441860465,29.0,67.44186046511628
2026-06,120,50,residual_bayes,25,3,3,21,0,1,1.0,0.125,0.9545454545454546,0.96,21.0,84.0
2026-07,120,50,residual_bayes,33,9,9,22,0,2,1.0,0.2903225806451613,0.9166666666666666,0.9393939393939394,22.0,66.66666666666666
2026-08,120,50,residual_bayes,6,1,1,5,0,0,1.0,0.16666666666666666,1.0,1.0,5.0,83.33333333333334
2026-01,120,50,always_alarm,42,4,4,38,0,0,1.0,0.09523809523809523,1.0,1.0,38.0,90.47619047619048
2026-02,120,50,always_alarm,28,2,2,26,0,0,1.0,0.07142857142857142,1.0,1.0,26.0,92.85714285714286
2026-03,120,50,always_alarm,35,2,2,33,0,0,1.0,0.05714285714285714,1.0,1.0,33.0,94.28571428571428
2026-04,120,50,always_alarm,24,3,3,21,0,0,1.0,0.125,1.0,1.0,21.0,87.5
2026-05,120,50,always_alarm,43,10,10,33,0,0,1.0,0.23255813953488372,1.0,1.0,33.0,76.74418604651163
2026-06,120,50,always_alarm,25,3,3,22,0,0,1.0,0.12,1.0,1.0,22.0,88.0
2026-07,120,50,always_alarm,33,9,9,24,0,0,1.0,0.2727272727272727,1.0,1.0,24.0,72.72727272727273
2026-08,120,50,always_alarm,6,1,1,5,0,0,1.0,0.16666666666666666,1.0,1.0,5.0,83.33333333333334
2026-01,120,50,never_alarm,42,4,0,0,4,38,0.0,,0.0,0.0,200.0,476.1904761904762
2026-02,120,50,never_alarm,28,2,0,0,2,26,0.0,,0.0,0.0,100.0,357.14285714285717
2026-03,120,50,never_alarm,35,2,0,0,2,33,0.0,,0.0,0.0,100.0,285.7142857142857
2026-04,120,50,never_alarm,24,3,0,0,3,21,0.0,,0.0,0.0,150.0,625.0
2026-05,120,50,never_alarm,43,10,0,0,10,33,0.0,,0.0,0.0,500.0,1162.7906976744184
2026-06,120,50,never_alarm,25,3,0,0,3,22,0.0,,0.0,0.0,150.0,600.0
2026-07,120,50,never_alarm,33,9,0,0,9,24,0.0,,0.0,0.0,450.0,1363.6363636363637
2026-08,120,50,never_alarm,6,1,0,0,1,5,0.0,,0.0,0.0,50.0,833.3333333333334
2026-01,120,50,active_runtime,42,4,2,7,2,31,0.5,0.2222222222222222,0.18421052631578946,0.21428571428571427,107.0,254.76190476190476
2026-02,120,50,active_runtime,28,2,1,2,1,24,0.5,0.3333333333333333,0.07692307692307693,0.10714285714285714,52.0,185.71428571428572
2026-03,120,50,active_runtime,35,2,0,4,2,29,0.0,0.0,0.12121212121212122,0.11428571428571428,104.0,297.14285714285717
2026-04,120,50,active_runtime,24,3,0,4,3,17,0.0,0.0,0.19047619047619047,0.16666666666666666,154.0,641.6666666666667
2026-05,120,50,active_runtime,43,10,6,4,4,29,0.6,0.6,0.12121212121212122,0.23255813953488372,204.0,474.4186046511628
2026-06,120,50,active_runtime,25,3,0,5,3,17,0.0,0.0,0.22727272727272727,0.2,155.0,620.0
2026-07,120,50,active_runtime,33,9,2,6,7,18,0.2222222222222222,0.25,0.25,0.24242424242424243,356.0,1078.7878787878788
2026-08,120,50,active_runtime,6,1,0,1,1,4,0.0,0.0,0.2,0.16666666666666666,51.0,850.0
2026-01,120,50,active_bayes,42,4,4,37,0,1,1.0,0.0975609756097561,0.9736842105263158,0.9761904761904762,37.0,88.09523809523809
2026-02,120,50,active_bayes,28,2,2,26,0,0,1.0,0.07142857142857142,1.0,1.0,26.0,92.85714285714286
2026-03,120,50,active_bayes,35,2,2,33,0,0,1.0,0.05714285714285714,1.0,1.0,33.0,94.28571428571428
2026-04,120,50,active_bayes,24,3,3,21,0,0,1.0,0.125,1.0,1.0,21.0,87.5
2026-05,120,50,active_bayes,43,10,10,28,0,5,1.0,0.2631578947368421,0.8484848484848485,0.8837209302325582,28.0,65.11627906976744
2026-06,120,50,active_bayes,25,3,3,21,0,1,1.0,0.125,0.9545454545454546,0.96,21.0,84.0
2026-07,120,50,active_bayes,33,9,9,22,0,2,1.0,0.2903225806451613,0.9166666666666666,0.9393939393939394,22.0,66.66666666666666
2026-08,120,50,active_bayes,6,1,1,5,0,0,1.0,0.16666666666666666,1.0,1.0,5.0,83.33333333333334
2026-01,180,1,logistic_empirical,42,4,0,0,4,38,0.0,,0.0,0.0,4.0,9.523809523809524
2026-02,180,1,logistic_empirical,28,2,0,0,2,26,0.0,,0.0,0.0,2.0,7.142857142857142
2026-03,180,1,logistic_empirical,35,2,0,0,2,33,0.0,,0.0,0.0,2.0,5.714285714285714
2026-04,180,1,logistic_empirical,24,3,0,0,3,21,0.0,,0.0,0.0,3.0,12.5
2026-05,180,1,logistic_empirical,43,10,0,0,10,33,0.0,,0.0,0.0,10.0,23.25581395348837
2026-06,180,1,logistic_empirical,25,3,0,0,3,22,0.0,,0.0,0.0,3.0,12.0
2026-07,180,1,logistic_empirical,33,9,0,0,9,24,0.0,,0.0,0.0,9.0,27.27272727272727
2026-08,180,1,logistic_empirical,6,1,0,0,1,5,0.0,,0.0,0.0,1.0,16.666666666666664
2026-01,180,1,logistic_bayes,42,4,0,0,4,38,0.0,,0.0,0.0,4.0,9.523809523809524
2026-02,180,1,logistic_bayes,28,2,0,0,2,26,0.0,,0.0,0.0,2.0,7.142857142857142
2026-03,180,1,logistic_bayes,35,2,0,0,2,33,0.0,,0.0,0.0,2.0,5.714285714285714
2026-04,180,1,logistic_bayes,24,3,0,0,3,21,0.0,,0.0,0.0,3.0,12.5
2026-05,180,1,logistic_bayes,43,10,0,0,10,33,0.0,,0.0,0.0,10.0,23.25581395348837
2026-06,180,1,logistic_bayes,25,3,0,0,3,22,0.0,,0.0,0.0,3.0,12.0
2026-07,180,1,logistic_bayes,33,9,0,0,9,24,0.0,,0.0,0.0,9.0,27.27272727272727
2026-08,180,1,logistic_bayes,6,1,0,0,1,5,0.0,,0.0,0.0,1.0,16.666666666666664
2026-01,180,1,logistic_fixed_030,42,4,0,0,4,38,0.0,,0.0,0.0,4.0,9.523809523809524
2026-02,180,1,logistic_fixed_030,28,2,0,0,2,26,0.0,,0.0,0.0,2.0,7.142857142857142
2026-03,180,1,logistic_fixed_030,35,2,0,0,2,33,0.0,,0.0,0.0,2.0,5.714285714285714
2026-04,180,1,logistic_fixed_030,24,3,0,0,3,21,0.0,,0.0,0.0,3.0,12.5
2026-05,180,1,logistic_fixed_030,43,10,0,1,10,32,0.0,0.0,0.030303030303030304,0.023255813953488372,11.0,25.581395348837212
2026-06,180,1,logistic_fixed_030,25,3,0,0,3,22,0.0,,0.0,0.0,3.0,12.0
2026-07,180,1,logistic_fixed_030,33,9,0,0,9,24,0.0,,0.0,0.0,9.0,27.27272727272727
2026-08,180,1,logistic_fixed_030,6,1,0,0,1,5,0.0,,0.0,0.0,1.0,16.666666666666664
2026-01,180,1,residual_bayes,42,4,0,1,4,37,0.0,0.0,0.02631578947368421,0.023809523809523808,5.0,11.904761904761903
2026-02,180,1,residual_bayes,28,2,0,0,2,26,0.0,,0.0,0.0,2.0,7.142857142857142
2026-03,180,1,residual_bayes,35,2,0,0,2,33,0.0,,0.0,0.0,2.0,5.714285714285714
2026-04,180,1,residual_bayes,24,3,0,0,3,21,0.0,,0.0,0.0,3.0,12.5
2026-05,180,1,residual_bayes,43,10,0,3,10,30,0.0,0.0,0.09090909090909091,0.06976744186046512,13.0,30.23255813953488
2026-06,180,1,residual_bayes,25,3,0,0,3,22,0.0,,0.0,0.0,3.0,12.0
2026-07,180,1,residual_bayes,33,9,1,1,8,23,0.1111111111111111,0.5,0.041666666666666664,0.06060606060606061,9.0,27.27272727272727
2026-08,180,1,residual_bayes,6,1,0,0,1,5,0.0,,0.0,0.0,1.0,16.666666666666664
2026-01,180,1,always_alarm,42,4,4,38,0,0,1.0,0.09523809523809523,1.0,1.0,38.0,90.47619047619048
2026-02,180,1,always_alarm,28,2,2,26,0,0,1.0,0.07142857142857142,1.0,1.0,26.0,92.85714285714286
2026-03,180,1,always_alarm,35,2,2,33,0,0,1.0,0.05714285714285714,1.0,1.0,33.0,94.28571428571428
2026-04,180,1,always_alarm,24,3,3,21,0,0,1.0,0.125,1.0,1.0,21.0,87.5
2026-05,180,1,always_alarm,43,10,10,33,0,0,1.0,0.23255813953488372,1.0,1.0,33.0,76.74418604651163
2026-06,180,1,always_alarm,25,3,3,22,0,0,1.0,0.12,1.0,1.0,22.0,88.0
2026-07,180,1,always_alarm,33,9,9,24,0,0,1.0,0.2727272727272727,1.0,1.0,24.0,72.72727272727273
2026-08,180,1,always_alarm,6,1,1,5,0,0,1.0,0.16666666666666666,1.0,1.0,5.0,83.33333333333334
2026-01,180,1,never_alarm,42,4,0,0,4,38,0.0,,0.0,0.0,4.0,9.523809523809524
